50000
-3.141543	0.662904
-2.315116	0.855631
1.606016	0.472880
-0.259809	2.752428
0.205883	0.520290
-1.765832	1.107554
-2.846003	0.726481
1.123840	0.337811
1.126553	0.340781
2.731256	0.584710
-0.731978	1.623296
0.121997	1.463029
2.079517	0.561537
-2.924370	0.759307
-2.805683	0.719972
0.186612	0.670401
1.075363	0.302569
-3.093224	0.701061
-0.732521	1.622235
-2.721610	0.757108
-0.518451	2.162683
1.173528	0.399406
0.559057	0.421043
2.704512	0.571401
2.175031	0.530273
0.169198	0.842460
-2.563760	0.858746
0.967101	0.378028
-0.527792	2.158000
1.264118	0.474109
2.578122	0.596495
1.647439	0.502552
-1.492552	1.147345
-2.843364	0.725659
1.483346	0.365304
-1.079236	1.391696
0.833393	0.469032
1.611075	0.477443
3.085279	0.639693
-0.846102	1.572328
-1.589402	1.065949
3.031953	0.646175
1.399017	0.388716
1.591882	0.459155
0.952019	0.399081
-2.684894	0.789085
0.827085	0.464341
2.417186	0.588833
-1.428105	1.239438
-0.399539	2.109995
1.674436	0.510385
-0.139915	3.837344
-1.647612	1.076181
-1.414302	1.256660
-0.884264	1.595229
-2.095397	0.954411
-0.084714	3.982916
2.498548	0.622523
2.571130	0.600102
-2.761056	0.731300
2.542510	0.613253
0.028418	2.983418
0.102365	1.771420
-1.137050	1.296659
3.057663	0.639874
-0.037846	3.772412
-1.469357	1.180699
-2.571501	0.858266
2.813386	0.649636
-2.678214	0.795146
0.004443	3.323621
-0.727956	1.631417
-1.400636	1.271641
2.600092	0.585149
0.186908	0.667766
-0.223393	3.105046
2.770759	0.613976
-2.826906	0.721670
1.643143	0.500400
1.697745	0.509153
2.059737	0.556680
-2.353899	0.826969
-3.041893	0.742275
1.184100	0.412720
2.313765	0.507682
0.813945	0.451738
1.484242	0.365613
1.416305	0.376334
3.138186	0.660657
2.441471	0.605421
-1.676386	1.089813
-1.216916	1.260960
-0.936099	1.604114
0.083401	2.084695
0.572484	0.385869
2.173866	0.530963
-0.552413	2.131453
2.145775	0.546692
-1.449422	1.209894
-0.531591	2.155264
0.234388	0.375827
-0.201581	3.323512
-1.336984	1.305793
-2.021127	0.925363
-2.175742	0.966183
0.450220	0.634355
1.900071	0.435946
-2.933910	0.762465
0.216455	0.456095
-0.009550	3.496183
2.861116	0.680416
1.560069	0.425532
0.342960	0.445785
2.455076	0.612548
0.784451	0.411747
2.149098	0.544986
-2.137744	0.967811
-1.804835	1.087064
1.349063	0.433708
-2.322094	0.849581
-2.569884	0.858417
-1.416304	1.254281
-3.122746	0.676534
-0.538511	2.149014
-2.972724	0.768104
1.318335	0.458433
2.751390	0.598562
-1.634189	1.070962
-2.004990	0.923639
-1.146433	1.286274
2.431534	0.599172
0.955413	0.394340
-2.197010	0.958218
1.139432	0.355826
-0.717447	1.654804
-0.705443	1.685136
-0.001627	3.401119
-2.214615	0.947902
0.547810	0.451535
2.171316	0.532472
0.566169	0.402170
2.861418	0.680553
0.352777	0.474332
-2.210729	0.950450
3.036695	0.644638
-0.573236	2.092884
-2.250513	0.918461
0.407770	0.606096
-1.557436	1.078703
-0.072165	3.958064
-0.226003	3.078844
2.897146	0.690251
-2.349718	0.829405
-1.886481	1.000878
-1.135688	1.298303
0.812222	0.449818
-2.345437	0.832080
0.950355	0.401399
0.764249	0.378191
1.904264	0.437974
-1.584357	1.066965
-0.148083	3.785396
-0.695460	1.713008
-1.864533	1.026519
-2.963306	0.767967
2.523789	0.619264
-0.461830	2.142153
-2.249248	0.919642
2.811642	0.648244
-0.563520	2.112658
-2.317311	0.853694
2.423100	0.593264
-2.562449	0.858767
-2.122469	0.964415
-2.695087	0.779859
-0.846100	1.572327
-1.551586	1.082678
-2.292675	0.876828
1.779104	0.464020
-0.280813	2.572977
-0.945468	1.600579
-0.299707	2.434116
1.941156	0.463374
2.712290	0.574583
0.952820	0.397964
-1.789147	1.097592
1.128412	0.342862
2.569332	0.601016
-1.570007	1.071879
2.267349	0.494982
-0.180564	3.524079
0.037422	2.844173
0.630792	0.275500
1.995298	0.513080
1.607512	0.474252
-0.237222	2.967177
2.836025	0.666279
0.834022	0.469449
-0.381199	2.122779
2.040134	0.547425
1.187402	0.416756
1.270502	0.474699
3.060825	0.639479
2.855173	0.677560
2.207092	0.512000
-1.323765	1.305203
0.235153	0.373177
0.090696	1.963039
-2.491698	0.839579
-0.540175	2.147265
0.482025	0.604915
2.366032	0.545394
-0.376748	2.128451
1.443547	0.363931
2.320152	0.511205
1.354921	0.428349
1.889482	0.431745
1.297701	0.469598
1.518746	0.385865
-3.021632	0.754488
2.425505	0.595000
0.157000	0.982644
-0.230450	3.034346
-2.731967	0.749168
1.340972	0.440871
