100
-3.141543	0.000098
-2.315116	1.382874
1.606016	0.138153
-0.259809	5.002081
0.205883	2.526761
-1.765832	0.200738
-2.846003	0.750732
1.123840	-1.621215
1.126553	-1.615840
2.731256	-0.178682
-0.731978	3.738805
0.121997	3.175571
2.079517	1.008417
-2.924370	0.536656
-2.805683	0.857635
0.186612	2.679941
1.075363	-1.700852
-3.093224	0.103365
-0.732521	3.735606
-2.721610	1.063724
-0.518451	4.749168
1.173528	-1.508431
0.559057	-0.245049
2.704512	-0.143796
2.175031	0.920882
0.169198	2.816479
-2.563760	1.345585
0.967101	-1.754959
-0.527792	4.717799
1.264118	-1.234615
2.578122	0.079474
1.647439	0.292369
-1.492552	0.038015
-2.843364	0.757833
1.483346	-0.361162
-1.079236	1.540050
0.833393	-1.558666
1.611075	0.157505
3.085279	-0.102547
-0.846102	3.027014
-1.589402	0.002057
3.031953	-0.179247
1.399017	-0.715453
1.591882	0.083400
0.952019	-1.747826
-2.684894	1.143522
0.827085	-1.541910
2.417186	0.445342
-1.428105	0.129128
-0.399539	5.019499
1.674436	0.387102
-0.139915	4.687704
-1.647612	0.033910
-1.414302	0.155894
-0.884264	2.778046
-2.095397	1.002369
-0.084714	4.454620
2.498548	0.254948
2.571130	0.094095
-2.761056	0.970525
2.542510	0.155753
0.028418	3.823978
0.102365	3.319314
-1.137050	1.213448
3.057663	-0.144900
-0.037846	4.216731
-1.469357	0.064429
-2.571501	1.335891
2.813386	-0.252744
-2.678214	1.157226
0.004443	3.973206
-0.727956	3.762421
-1.400636	0.184932
2.600092	0.034811
0.186908	2.677600
-0.223393	4.935438
2.770759	-0.220784
-2.826906	0.801826
1.643143	0.276849
1.697745	0.464734
2.059737	1.016399
-2.353899	1.412846
-3.041893	0.225663
1.184100	-1.480723
2.313765	0.678231
0.813945	-1.504831
1.484242	-0.357386
1.416305	-0.643497
3.138186	-0.006778
2.441471	0.388279
-1.676386	0.062891
-1.216916	0.814294
-0.936099	2.438438
0.083401	3.454572
0.572484	-0.334178
2.173866	0.922399
-0.552413	4.628611
2.145775	0.955814
-1.449422	0.092843
-0.531591	4.704645
